ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1355581,Male,No,23,No,Healthcare,0,Low,2,Cat_6,D
1356145,Male,No,22,No,Healthcare,10,Low,4,Cat_6,D
1351638,Male,No,22,No,Healthcare,9,Low,8,Cat_6,D
1351341,Male,No,22,No,Healthcare,9,Low,5,Cat_6,D
1351435,Male,No,22,No,Healthcare,9,Low,4,Cat_6,D
1352915,Male,No,22,No,Healthcare,9,Low,4,Cat_6,D
1349120,Male,No,22,No,Healthcare,8,Low,4,Cat_6,D
1355941,Male,No,22,No,Healthcare,6,Low,4,Cat_6,D
1356683,Male,No,22,No,Healthcare,1,Low,5,Cat_6,D
1354396,Male,No,22,No,Healthcare,1,Low,4,Cat_6,D
1349244,Male,No,22,No,Healthcare,1,Low,4,Cat_6,D
1355548,Male,No,22,No,Healthcare,1,Low,4,Cat_6,D
1349878,Male,No,22,No,Healthcare,1,Low,3,Cat_6,D
1350193,Male,No,22,No,Healthcare,1,Low,3,Cat_6,D
1355329,Male,No,22,No,Healthcare,0,Low,9,Cat_6,D
1349154,Male,No,22,No,Healthcare,0,Low,8,Cat_6,D
1352126,Male,No,22,No,Healthcare,0,Low,5,Cat_6,D
1355247,Male,No,22,No,Healthcare,0,Low,4,Cat_6,D
1355242,Male,No,22,No,Healthcare,0,Low,4,Cat_6,D
1356676,Male,No,22,No,Healthcare,0,Low,4,Cat_6,D
1347902,Male,No,22,No,Healthcare,0,Low,4,Cat_6,D
1350181,Male,No,22,No,Healthcare,0,Low,4,Cat_6,D
1351334,Male,No,22,No,Healthcare,0,Low,4,Cat_6,D
1350177,Male,No,22,No,Healthcare,0,Low,3,Cat_6,D
1355575,Male,No,22,No,Healthcare,0,Low,3,Cat_6,D
1355564,Male,No,22,No,Healthcare,0,Low,2,Cat_6,D
1352354,Male,No,21,No,Healthcare,13,Low,6,Cat_6,D
1354143,Male,No,21,No,Healthcare,9,Low,5,Cat_6,D
1348655,Male,No,21,No,Healthcare,4,Low,4,Cat_6,D
1351655,Male,No,21,No,Healthcare,2,Low,4,Cat_6,D
1356678,Male,No,21,No,Healthcare,1,Low,6,Cat_6,D
1356851,Male,No,21,No,Healthcare,1,Low,4,Cat_6,D
1351738,Male,No,21,No,Healthcare,1,Low,4,Cat_6,D
1355197,Male,No,21,No,Healthcare,1,Low,4,Cat_6,D
1349609,Male,No,21,No,Healthcare,1,Low,4,Cat_6,D
1351002,Male,No,21,No,Healthcare,1,Low,4,Cat_6,D
1349731,Male,No,21,No,Healthcare,1,Low,4,Cat_6,D
1355444,Male,No,21,No,Healthcare,1,Low,3,Cat_6,D
1348566,Male,No,21,No,Healthcare,0,Low,5,Cat_6,D
1350839,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
1350115,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
1352620,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
1356680,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
1356118,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
1349719,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
1355474,Male,No,21,No,Healthcare,0,Low,2,Cat_6,D
1356675,Male,No,20,No,Healthcare,8,Low,5,Cat_6,D
1349796,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D
1350016,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D
1350741,Male,No,20,No,Healthcare,6,Low,3,Cat_6,D
1348603,Male,No,20,No,Healthcare,2,Low,4,Cat_6,D
1349261,Male,No,20,No,Healthcare,2,Low,3,Cat_6,D
1352125,Male,No,20,No,Healthcare,1,Low,5,Cat_6,D
1347894,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
1349864,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
1352218,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
1348266,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
1355529,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
1352378,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
1351763,Male,No,20,No,Healthcare,1,Low,3,Cat_6,D
1352920,Male,No,20,No,Healthcare,1,Low,3,Cat_6,D
1351645,Male,No,20,No,Healthcare,1,Low,3,Cat_6,D
1350551,Male,No,20,No,Healthcare,1,Low,3,Cat_6,D
1352636,Male,No,20,No,Healthcare,1,Low,3,Cat_6,D
1355147,Male,No,20,No,Healthcare,1,Low,2,Cat_6,D
1350285,Male,No,20,No,Healthcare,0,Low,4,Cat_6,D
1350287,Male,No,20,No,Healthcare,0,Low,4,Cat_6,D
1352908,Male,No,20,No,Healthcare,0,Low,4,Cat_6,D
1356413,Male,No,20,No,Healthcare,0,Low,4,Cat_6,D
1354199,Male,No,20,No,Healthcare,0,Low,4,Cat_6,D
1350190,Male,No,20,No,Healthcare,0,Low,4,Cat_6,D
1348311,Male,No,19,No,Healthcare,9,Low,5,Cat_6,D
1351729,Male,No,19,No,Healthcare,8,Low,6,Cat_6,D
1354964,Male,No,19,No,Healthcare,8,Low,3,Cat_6,D
1356409,Male,No,19,No,Healthcare,7,Low,3,Cat_6,D
1355813,Male,No,19,No,Healthcare,7,Low,2,Cat_6,D
1354139,Male,No,19,No,Healthcare,3,Low,5,Cat_6,D
1355569,Male,No,19,No,Healthcare,2,Low,4,Cat_6,D
1352913,Male,No,19,No,Healthcare,1,Low,6,Cat_6,D
1350971,Male,No,19,No,Healthcare,1,Low,5,Cat_6,D
1348698,Male,No,19,No,Healthcare,1,Low,4,Cat_6,D
1350171,Male,No,19,No,Healthcare,1,Low,4,Cat_6,D
1355083,Male,No,19,No,Healthcare,1,Low,4,Cat_6,D
1355698,Male,No,19,No,Healthcare,1,Low,3,Cat_6,D
1351337,Male,No,19,No,Healthcare,1,Low,3,Cat_6,D
1351724,Male,No,19,No,Healthcare,1,Low,3,Cat_6,D
1348521,Male,No,19,No,Healthcare,1,Low,2,Cat_6,D
1352476,Male,No,19,No,Healthcare,1,Low,1,Cat_6,D
1350853,Male,No,19,No,Healthcare,0,Low,6,Cat_6,D
1354207,Male,No,19,No,Healthcare,0,Low,5,Cat_6,D
1351330,Male,No,19,No,Healthcare,0,Low,4,Cat_6,D
1348656,Male,No,19,No,Healthcare,0,Low,4,Cat_6,D
1356355,Male,No,19,No,Healthcare,0,Low,4,Cat_6,D
1351710,Male,No,19,No,Healthcare,0,Low,4,Cat_6,D
1347903,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D
1352131,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D
1356407,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D
1355404,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D
1351739,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D
1349717,Male,No,18,Yes,Healthcare,1,Low,2,Cat_6,D
1348258,Male,No,18,No,Healthcare,13,Low,4,Cat_6,D
1355530,Male,No,18,No,Healthcare,9,Low,3,Cat_6,D
1355504,Male,No,18,No,Healthcare,8,Low,9,Cat_6,D
1349124,Male,No,18,No,Healthcare,8,Low,4,Cat_6,D
1347874,Male,No,18,No,Healthcare,7,Low,4,Cat_6,D
1354135,Male,No,18,No,Healthcare,6,Low,7,Cat_6,D
1352352,Male,No,18,No,Healthcare,6,Low,4,Cat_6,D
1356362,Male,No,18,No,Healthcare,3,Low,5,Cat_6,D
1356681,Male,No,18,No,Healthcare,3,Low,4,Cat_6,D
1352291,Male,No,18,No,Healthcare,2,Low,4,Cat_6,D
1356361,Male,No,18,No,Healthcare,2,Low,3,Cat_6,D
1352431,Male,No,18,No,Healthcare,1,Low,4,Cat_6,D
1351327,Male,No,18,No,Healthcare,1,Low,4,Cat_6,D
1355194,Male,No,18,No,Healthcare,1,Low,4,Cat_6,D
1355443,Male,No,18,No,Healthcare,1,Low,3,Cat_6,D
1351745,Male,No,18,No,Healthcare,1,Low,3,Cat_6,D
1352914,Male,No,18,No,Healthcare,1,Low,2,Cat_6,D
1351344,Male,No,18,No,Healthcare,0,Low,8,Cat_6,D
1351325,Male,No,18,No,Healthcare,0,Low,6,Cat_6,D
1356714,Male,No,18,No,Healthcare,0,Low,6,Cat_6,D
1355732,Male,No,18,No,Healthcare,0,Low,5,Cat_6,D
1354376,Male,No,18,No,Healthcare,0,Low,4,Cat_6,D
1351646,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D
1355702,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D
1351333,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D
1351003,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D
1350196,Male,No,18,No,Healthcare,0,Low,2,Cat_6,D
1350179,Male,No,18,No,Healthcare,0,Low,2,Cat_6,D
1353295,Female,Yes,50,Yes,Healthcare,1,Low,3,Cat_6,D
1354629,Female,Yes,43,Yes,Healthcare,9,Low,2,Cat_6,C
1349277,Female,Yes,42,Yes,Healthcare,9,Average,2,Cat_6,D
1350211,Female,Yes,41,Yes,Healthcare,6,Average,2,Cat_6,C
1349720,Female,Yes,41,No,Healthcare,1,Average,4,Cat_6,D
1347949,Female,Yes,39,Yes,Healthcare,9,High,3,Cat_6,A
1348844,Female,Yes,39,Yes,Healthcare,8,Average,2,Cat_6,D
1348910,Female,Yes,39,Yes,Healthcare,4,Low,2,Cat_6,A
1352953,Female,Yes,35,Yes,Healthcare,10,Low,2,Cat_6,B
1348782,Female,Yes,35,Yes,Healthcare,1,Low,3,Cat_6,C
1351055,Female,Yes,35,No,Healthcare,2,Low,1,Cat_6,A
1355554,Female,Yes,32,Yes,Healthcare,0,Low,2,Cat_6,A
1350248,Female,Yes,30,Yes,Healthcare,0,Average,4,Cat_6,D
1354012,Female,Yes,29,Yes,Healthcare,6,Average,2,Cat_6,A
1350591,Female,Yes,29,Yes,Healthcare,0,Low,2,Cat_6,A
1353465,Female,Yes,28,Yes,Healthcare,10,High,2,Cat_6,D
1350117,Female,Yes,28,Yes,Healthcare,0,Average,2,Cat_6,A
1351876,Female,Yes,27,Yes,Healthcare,9,High,2,Cat_6,D
1352368,Female,Yes,27,No,Healthcare,0,Low,2,Cat_6,D
1351736,Female,Yes,23,No,Healthcare,7,High,2,Cat_6,B
1349213,Female,No,63,Yes,Healthcare,3,Low,1,Cat_6,B
1355475,Female,No,48,No,Healthcare,0,Low,4,Cat_6,C
1348414,Female,No,45,Yes,Healthcare,4,Low,1,Cat_6,A
1348617,Female,No,41,Yes,Healthcare,1,Low,1,Cat_6,D
1354686,Female,No,41,Yes,Healthcare,0,Low,3,Cat_6,C
1348859,Female,No,40,Yes,Healthcare,8,Low,1,Cat_6,A
1356143,Female,No,40,Yes,Healthcare,6,Low,2,Cat_6,D
1349194,Female,No,39,Yes,Healthcare,9,Low,1,Cat_6,D
1356585,Female,No,39,Yes,Healthcare,0,Low,1,Cat_6,A
1349204,Female,No,39,No,Healthcare,4,Low,3,Cat_6,D
1349202,Female,No,39,No,Healthcare,4,Low,3,Cat_6,D
1349084,Female,No,38,Yes,Healthcare,8,Low,2,Cat_6,D
1354879,Female,No,38,Yes,Healthcare,0,Low,5,Cat_6,D
1348101,Female,No,38,Yes,Healthcare,0,Low,4,Cat_6,A
1350098,Female,No,38,Yes,Healthcare,0,Low,4,Cat_6,A
1350243,Female,No,38,Yes,Healthcare,0,Low,2,Cat_6,D
1350264,Female,No,38,Yes,Healthcare,0,Low,2,Cat_6,B
1352786,Female,No,38,Yes,Healthcare,0,Low,2,Cat_6,C
1356093,Female,No,37,Yes,Healthcare,1,Low,3,Cat_6,C
1356853,Female,No,37,Yes,Healthcare,1,Low,2,Cat_6,A
1354515,Female,No,37,Yes,Healthcare,1,Low,1,Cat_6,B
1350136,Female,No,37,No,Healthcare,1,Low,1,Cat_6,D
1352539,Female,No,36,Yes,Healthcare,1,Low,2,Cat_6,A
1353447,Female,No,35,Yes,Healthcare,9,Low,1,Cat_6,D
1348427,Female,No,35,Yes,Healthcare,9,Low,1,Cat_6,D
1356097,Female,No,35,Yes,Healthcare,1,Low,1,Cat_6,D
1349136,Female,No,33,Yes,Healthcare,7,Low,2,Cat_6,D
1347956,Female,No,33,Yes,Healthcare,2,Low,2,Cat_6,A
1352883,Female,No,33,Yes,Healthcare,1,Low,5,Cat_6,C
1352705,Female,No,33,Yes,Healthcare,1,Low,5,Cat_6,D
1353235,Female,No,33,Yes,Healthcare,1,Low,3,Cat_6,D
1353222,Female,No,33,Yes,Healthcare,1,Low,3,Cat_6,D
1355487,Female,No,33,Yes,Healthcare,1,Low,2,Cat_6,C
1352988,Female,No,33,Yes,Healthcare,1,Low,1,Cat_6,D
1355338,Female,No,33,Yes,Healthcare,1,Low,1,Cat_6,D
1354294,Female,No,33,Yes,Healthcare,1,Low,1,Cat_6,D
1348143,Female,No,33,Yes,Healthcare,0,Low,3,Cat_6,A
1348189,Female,No,33,Yes,Healthcare,0,Low,3,Cat_6,C
1352323,Female,No,33,Yes,Healthcare,0,Low,3,Cat_6,D
1349302,Female,No,33,Yes,Healthcare,0,Low,1,Cat_6,D
1349079,Female,No,33,No,Healthcare,8,Low,4,Cat_6,D
1351187,Female,No,33,No,Healthcare,7,Low,6,Cat_6,C
1349641,Female,No,33,No,Healthcare,1,Low,6,Cat_6,A
1352614,Female,No,33,No,Healthcare,1,Low,3,Cat_6,B
1349282,Female,No,32,Yes,Healthcare,9,Low,3,Cat_6,D
1356441,Female,No,32,Yes,Healthcare,8,Low,3,Cat_6,D
1351069,Female,No,32,Yes,Healthcare,8,Low,3,Cat_6,C
1354816,Female,No,32,Yes,Healthcare,6,Low,3,Cat_6,D
1348401,Female,No,32,Yes,Healthcare,3,Low,2,Cat_6,C
1352937,Female,No,32,Yes,Healthcare,1,Low,3,Cat_6,C
1352425,Female,No,32,Yes,Healthcare,1,Low,3,Cat_6,D
1353105,Female,No,32,No,Healthcare,12,Low,3,Cat_6,A
1348151,Female,No,32,No,Healthcare,8,Low,4,Cat_6,D
1351572,Female,No,32,No,Healthcare,7,Low,4,Cat_6,D
1350593,Female,No,32,No,Healthcare,1,Low,4,Cat_6,D
1353088,Female,No,32,No,Healthcare,1,Low,3,Cat_6,D
1355955,Female,No,32,No,Healthcare,0,Low,4,Cat_6,C
1355145,Female,No,32,No,Healthcare,0,Low,4,Cat_6,C
1354810,Female,No,31,Yes,Healthcare,9,Low,3,Cat_6,D
1350500,Female,No,31,Yes,Healthcare,8,Low,5,Cat_6,C
1356666,Female,No,31,Yes,Healthcare,8,Low,4,Cat_6,C
1349023,Female,No,31,Yes,Healthcare,4,Low,3,Cat_6,B
1354868,Female,No,31,Yes,Healthcare,1,Low,7,Cat_6,A
1350101,Female,No,31,Yes,Healthcare,1,Low,4,Cat_6,A
1350693,Female,No,31,Yes,Healthcare,1,Low,3,Cat_6,D
1356303,Female,No,31,Yes,Healthcare,1,Low,1,Cat_6,D
1353239,Female,No,31,Yes,Healthcare,1,Low,1,Cat_6,D
1350097,Female,No,31,No,Healthcare,9,Low,1,Cat_6,D
1348746,Female,No,31,No,Healthcare,8,Low,4,Cat_6,D
1356654,Female,No,31,No,Healthcare,6,Low,3,Cat_6,C
1348155,Female,No,31,No,Healthcare,4,Low,3,Cat_6,A
1347982,Female,No,31,No,Healthcare,1,Low,5,Cat_6,C
1355962,Female,No,31,No,Healthcare,1,Low,4,Cat_6,C
1352660,Female,No,31,No,Healthcare,1,Low,3,Cat_6,D
1354976,Female,No,31,No,Healthcare,0,Low,7,Cat_6,B
1351794,Female,No,31,No,Healthcare,0,Low,4,Cat_6,D
1352484,Female,No,31,No,Healthcare,0,Low,4,Cat_6,C
1354982,Female,No,31,No,Healthcare,0,Low,3,Cat_6,B
1351752,Female,No,30,Yes,Healthcare,12,Low,6,Cat_6,D
1354825,Female,No,30,Yes,Healthcare,9,Low,3,Cat_6,D
1350124,Female,No,30,Yes,Healthcare,9,Low,1,Cat_6,D
1350573,Female,No,30,Yes,Healthcare,4,Low,4,Cat_6,D
1355347,Female,No,30,Yes,Healthcare,3,Low,5,Cat_6,B
1351356,Female,No,30,Yes,Healthcare,2,Low,5,Cat_6,D
1352697,Female,No,30,Yes,Healthcare,2,Low,3,Cat_6,B
1354008,Female,No,30,Yes,Healthcare,0,Low,4,Cat_6,D
1352434,Female,No,30,Yes,Healthcare,0,Low,2,Cat_6,C
1350973,Female,No,30,Yes,Healthcare,0,Low,1,Cat_6,D
1353510,Female,No,30,No,Healthcare,8,Low,3,Cat_6,A
1353089,Female,No,30,No,Healthcare,0,Low,9,Cat_6,C
1355460,Female,No,30,No,Healthcare,0,Low,4,Cat_6,D
1349019,Female,No,29,Yes,Healthcare,6,Low,3,Cat_6,D
1355830,Female,No,29,Yes,Healthcare,1,Low,4,Cat_6,D
1352572,Female,No,29,Yes,Healthcare,0,Low,4,Cat_6,A
1356117,Female,No,29,Yes,Healthcare,0,Low,4,Cat_6,C
1355146,Female,No,29,No,Healthcare,1,Low,3,Cat_6,B
1355364,Female,No,29,No,Healthcare,0,Low,3,Cat_6,D
1350930,Female,No,29,No,Healthcare,0,Low,3,Cat_6,D
1351700,Female,No,29,No,Healthcare,0,Low,3,Cat_6,C
1355957,Female,No,29,No,Healthcare,0,Low,3,Cat_6,D
1351954,Female,No,28,Yes,Healthcare,9,Low,3,Cat_6,D
1350107,Female,No,28,Yes,Healthcare,8,Low,3,Cat_6,D
1355980,Female,No,28,Yes,Healthcare,7,Low,4,Cat_6,D
1349145,Female,No,28,Yes,Healthcare,1,Low,6,Cat_6,D
1352469,Female,No,28,Yes,Healthcare,1,Low,3,Cat_6,D
1354011,Female,No,28,Yes,Healthcare,1,Low,3,Cat_6,A
1356442,Female,No,28,Yes,Healthcare,1,Low,3,Cat_6,D
1354877,Female,No,28,No,Healthcare,9,Low,2,Cat_6,D
1352578,Female,No,28,No,Healthcare,7,Low,4,Cat_6,D
1354364,Female,No,28,No,Healthcare,3,Low,2,Cat_6,A
1356434,Female,No,28,No,Healthcare,1,Low,4,Cat_6,B
1347974,Female,No,28,No,Healthcare,1,Low,2,Cat_6,B
1356820,Female,No,28,No,Healthcare,0,Low,4,Cat_6,D
1353472,Female,No,27,Yes,Healthcare,9,Low,1,Cat_6,D
1356226,Female,No,27,Yes,Healthcare,2,Low,6,Cat_6,D
1349155,Female,No,27,Yes,Healthcare,1,Low,9,Cat_6,C
1350372,Female,No,27,Yes,Healthcare,1,Low,5,Cat_6,C
1356187,Female,No,27,Yes,Healthcare,1,Low,4,Cat_6,B
1348972,Female,No,27,Yes,Healthcare,1,Low,2,Cat_6,D
1350649,Female,No,27,Yes,Healthcare,0,Low,8,Cat_6,C
1355478,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,C
1349767,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,C
1353026,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,B
1356783,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,C
1350291,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,D
1353027,Female,No,27,No,Healthcare,14,Low,1,Cat_6,D
1356684,Female,No,27,No,Healthcare,9,Low,2,Cat_6,A
1352893,Female,No,27,No,Healthcare,0,Low,5,Cat_6,C
1350689,Female,No,27,No,Healthcare,0,Low,3,Cat_6,A
1353430,Female,No,26,Yes,Healthcare,10,Low,1,Cat_6,D
1351749,Female,No,26,Yes,Healthcare,8,Low,1,Cat_6,D
1352124,Female,No,26,Yes,Healthcare,5,Low,2,Cat_6,D
1348913,Female,No,26,Yes,Healthcare,5,Low,2,Cat_6,D
1351274,Female,No,26,Yes,Healthcare,1,Low,5,Cat_6,B
1353348,Female,No,26,Yes,Healthcare,1,Low,2,Cat_6,D
1347961,Female,No,26,Yes,Healthcare,0,Low,3,Cat_6,C
1354338,Female,No,26,Yes,Healthcare,0,Low,3,Cat_6,D
1356483,Female,No,26,Yes,Healthcare,0,Low,1,Cat_6,D
1350796,Female,No,26,No,Healthcare,10,Low,1,Cat_6,D
1353489,Female,No,25,Yes,Healthcare,9,Low,2,Cat_6,D
1349146,Female,No,25,Yes,Healthcare,1,Low,5,Cat_6,D
1352797,Female,No,25,Yes,Healthcare,1,Low,3,Cat_6,B
1354815,Female,No,25,Yes,Healthcare,0,Low,1,Cat_6,D
1351725,Female,No,25,No,Healthcare,14,Low,3,Cat_6,D
1352178,Female,No,25,No,Healthcare,1,Low,5,Cat_6,B
1353389,Female,No,25,No,Healthcare,1,Low,3,Cat_6,A
1349112,Female,No,25,No,Healthcare,1,Low,3,Cat_6,B
1351328,Female,No,23,No,Healthcare,9,Low,4,Cat_6,D
1351728,Female,No,23,No,Healthcare,9,Low,3,Cat_6,D
1355505,Female,No,23,No,Healthcare,4,Low,3,Cat_6,D
1352145,Female,No,23,No,Healthcare,3,Low,5,Cat_6,D
1352120,Female,No,23,No,Healthcare,2,Low,5,Cat_6,D
1355685,Female,No,23,No,Healthcare,1,Low,4,Cat_6,D
1354668,Female,No,23,No,Healthcare,1,Low,4,Cat_6,D
1352919,Female,No,23,No,Healthcare,1,Low,4,Cat_6,D
1356821,Female,No,23,No,Healthcare,1,Low,3,Cat_6,D
1349123,Female,No,23,No,Healthcare,1,Low,3,Cat_6,D
1348757,Female,No,23,No,Healthcare,1,Low,3,Cat_6,D
1355470,Female,No,23,No,Healthcare,1,Low,3,Cat_6,D
1355479,Female,No,23,No,Healthcare,0,Low,4,Cat_6,D
1352216,Female,No,23,No,Healthcare,0,Low,4,Cat_6,D
1352473,Female,No,23,No,Healthcare,0,Low,3,Cat_6,D
1348398,Female,No,23,No,Healthcare,0,Low,3,Cat_6,D
1355476,Female,No,22,No,Healthcare,9,Low,4,Cat_6,D
1354148,Female,No,22,No,Healthcare,8,Low,6,Cat_6,D
1348523,Female,No,22,No,Healthcare,8,Low,4,Cat_6,D
1356784,Female,No,22,No,Healthcare,4,Low,3,Cat_6,D
1355809,Female,No,22,No,Healthcare,3,Low,3,Cat_6,D
1348548,Female,No,22,No,Healthcare,2,Low,6,Cat_6,D
1355574,Female,No,22,No,Healthcare,1,Low,4,Cat_6,D
1356113,Female,No,22,No,Healthcare,1,Low,3,Cat_6,D
1355400,Female,No,22,No,Healthcare,1,Low,2,Cat_6,D
1354989,Female,No,22,No,Healthcare,0,Low,7,Cat_6,D
1355812,Female,No,22,No,Healthcare,0,Low,6,Cat_6,D
1350637,Female,No,22,No,Healthcare,0,Low,5,Cat_6,D
1356715,Female,No,22,No,Healthcare,0,Low,4,Cat_6,D
1351329,Female,No,22,No,Healthcare,0,Low,4,Cat_6,D
1352910,Female,No,22,No,Healthcare,0,Low,3,Cat_6,D
1354574,Female,No,22,No,Healthcare,0,Low,2,Cat_6,D
1352490,Female,No,21,No,Healthcare,8,Low,4,Cat_6,D
1355500,Female,No,21,No,Healthcare,8,Low,2,Cat_6,D
1350197,Female,No,21,No,Healthcare,1,Low,4,Cat_6,D
1352184,Female,No,21,No,Healthcare,0,Low,5,Cat_6,D
1352916,Female,No,21,No,Healthcare,0,Low,5,Cat_6,D
1352233,Female,No,20,No,Healthcare,4,Low,4,Cat_6,D
1349969,Female,No,20,No,Healthcare,2,Low,6,Cat_6,D
1348499,Female,No,20,No,Healthcare,1,Low,5,Cat_6,D
1347976,Female,No,20,No,Healthcare,1,Low,5,Cat_6,D
1352181,Female,No,20,No,Healthcare,1,Low,3,Cat_6,D
1348472,Female,No,20,No,Healthcare,1,Low,3,Cat_6,D
1352477,Female,No,20,No,Healthcare,1,Low,3,Cat_6,D
1348164,Female,No,20,No,Healthcare,0,Low,4,Cat_6,D
1355464,Female,No,20,No,Healthcare,0,Low,4,Cat_6,D
1348628,Female,No,20,No,Healthcare,0,Low,3,Cat_6,D
1356836,Female,No,20,No,Healthcare,0,Low,3,Cat_6,D
1349733,Female,No,20,No,Healthcare,0,Low,2,Cat_6,D
1355449,Female,No,19,No,Healthcare,3,Low,3,Cat_6,D
1348267,Female,No,19,No,Healthcare,3,Low,3,Cat_6,D
1355687,Female,No,19,No,Healthcare,2,Low,3,Cat_6,D
1354137,Female,No,19,No,Healthcare,1,Low,4,Cat_6,D
1355485,Female,No,19,No,Healthcare,1,Low,2,Cat_6,D
1355573,Female,No,19,No,Healthcare,0,Low,5,Cat_6,D
1355939,Female,No,19,No,Healthcare,0,Low,4,Cat_6,D
1350936,Female,No,19,No,Healthcare,0,Low,4,Cat_6,D
1356487,Female,No,19,No,Healthcare,0,Low,3,Cat_6,D
1347938,Female,No,19,No,Healthcare,0,Low,3,Cat_6,D
1352262,Female,No,19,No,Healthcare,0,Low,3,Cat_6,D
1350023,Female,No,19,No,Healthcare,0,Low,3,Cat_6,D
1356410,Female,No,19,No,Healthcare,0,Low,2,Cat_6,D
1356802,Female,No,18,No,Healthcare,8,Low,5,Cat_6,D
1348028,Female,No,18,No,Healthcare,7,Low,6,Cat_6,D
1351663,Female,No,18,No,Healthcare,7,Low,3,Cat_6,D
1355688,Female,No,18,No,Healthcare,6,Low,3,Cat_6,D
1355450,Female,No,18,No,Healthcare,5,Low,4,Cat_6,D
1348563,Female,No,18,No,Healthcare,3,Low,4,Cat_6,D
1352101,Female,No,18,No,Healthcare,3,Low,4,Cat_6,D
1356729,Female,No,18,No,Healthcare,2,Low,5,Cat_6,D
1352909,Female,No,18,No,Healthcare,1,Low,5,Cat_6,D
1352921,Female,No,18,No,Healthcare,1,Low,4,Cat_6,D
1347926,Female,No,18,No,Healthcare,1,Low,4,Cat_6,D
1352621,Female,No,18,No,Healthcare,1,Low,3,Cat_6,D
1355992,Female,No,18,No,Healthcare,1,Low,3,Cat_6,D
1352470,Female,No,18,No,Healthcare,1,Low,3,Cat_6,D
1349762,Female,No,18,No,Healthcare,1,Low,3,Cat_6,D
1348212,Female,No,18,No,Healthcare,1,Low,3,Cat_6,D
1347904,Female,No,18,No,Healthcare,0,Low,6,Cat_6,D
1347911,Female,No,18,No,Healthcare,0,Low,5,Cat_6,D
1347936,Female,No,18,No,Healthcare,0,Low,5,Cat_6,D
1355546,Female,No,18,No,Healthcare,0,Low,4,Cat_6,D
1352221,Female,No,18,No,Healthcare,0,Low,3,Cat_6,D
1350561,Male,No,33,No,Healthcare,0,Low,5,Cat_5,C
1355818,Male,No,31,No,Healthcare,2,Low,2,Cat_5,A
1355502,Male,No,21,No,Healthcare,1,Low,6,Cat_5,D
1348555,Female,Yes,50,Yes,Healthcare,1,High,6,Cat_5,C
1352105,Female,Yes,33,Yes,Healthcare,2,High,1,Cat_5,A
1356022,Female,Yes,33,No,Healthcare,0,Low,5,Cat_5,D
1351679,Female,No,33,No,Healthcare,7,Low,4,Cat_5,D
1350249,Female,No,31,Yes,Healthcare,9,Low,7,Cat_5,D
1354410,Female,No,29,Yes,Healthcare,2,Low,8,Cat_5,B
1352986,Female,No,28,No,Healthcare,0,Low,6,Cat_5,A
1352702,Female,No,26,No,Healthcare,6,Low,3,Cat_5,D
1351406,Female,No,26,No,Healthcare,0,Low,6,Cat_5,A
1352429,Female,No,26,No,Healthcare,0,Low,3,Cat_5,B
1350501,Female,No,25,Yes,Healthcare,8,Low,4,Cat_5,C
1354324,Female,No,25,Yes,Healthcare,0,Low,3,Cat_5,B
1352493,Female,No,23,No,Healthcare,0,Low,5,Cat_5,D
1355745,Female,No,19,No,Healthcare,9,Low,8,Cat_5,D
1348733,Male,Yes,66,Yes,Healthcare,0,Low,1,Cat_4,D
1350312,Male,Yes,63,No,Healthcare,0,Average,4,Cat_4,B
1349250,Male,Yes,59,Yes,Healthcare,0,Low,3,Cat_4,D
1349931,Male,Yes,49,No,Healthcare,0,Low,7,Cat_4,D
1354567,Male,Yes,47,Yes,Healthcare,1,Low,2,Cat_4,D
1353523,Male,Yes,43,Yes,Healthcare,1,High,4,Cat_4,B
